PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 36, filenames: A:[36]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[37]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.656092286,-0.2538647652,1
47,65,-1.442183971,-0.4991804361,1
47,97,0.01703369617,-2.226759911,1
47,129,0.2746735811,-2.577084064,1
47,161,-0.3574798107,-2.684381723,1
47,193,-1.911117315,-3.863132,1
47,225,-2.021715641,-2.240185738,1
47,257,-0.5649552345,-2.085459232,1
47,289,0.5816059113,-0.9246842861,1
47,321,0.8339965343,-1.999157906,1
47,353,0.5161981583,-3.500740051,1
47,385,-0.3330323696,-4.600081444,1
47,417,-0.6740291119,-5.418296337,1
47,449,0.00731921196,-4.496743679,1
47,481,0.30951792,-4.348204613,1
47,513,0.1990156174,-4.251122475,1
47,545,-0.4790942669,-3.349349022,1
47,577,-0.3825836778,-1.836944103,1
47,609,0.4078700542,0.1217286587,1
47,641,1.168492675,0.2641720772,1
47,673,1.612033606,0.2548422813,1
47,705,2.876974106,0.5119364262,1
47,737,3.746300459,-1.162495375,1
47,769,4.287161827,-3.031790972,1
47,801,1.950771093,-3.529266834,1
47,833,-0.6220595837,-1.832442045,1
47,865,0.2113870382,-1.923285484,1
47,897,0.9170958996,-1.259836435,1
47,929,0.5871999264,-0.9346581697,1
47,961,-0.3676807284,-1.293805361,1
47,993,-0.1289079189,-0.7843260765,1
47,1025,3.98864603,-1.938502312,1
47,1057,6.189236164,-4.476629257,1
47,1089,3.057254314,-4.540416241,1
47,1121,0.9754453897,-5.21331358,1
47,1153,-0.4655580521,-5.042976856,1
47,1185,0.4859743118,-4.013505459,1
47,1217,2.785906792,-4.139734268,1
47,1249,3.783858299,-5.340363026,1
47,1281,3.045947313,-6.248011589,1
47,1313,2.815168381,-3.866315842,1
47,1345,1.607130051,-5.824401855,1
47,1377,1.118551493,-8.635652542,1
47,1409,-0.9886884689,-8.923142433,1
47,1441,-0.747936964,-6.157421112,1
47,1473,-0.2348443866,-4.088751793,1
47,1505,0.6118650436,-3.539429665,1
47,1537,1.855428338,-5.943807602,1
47,1569,2.773416281,-8.311239243,1
47,1601,2.400285244,-9.165531158,1
47,1633,1.288927078,-5.73930645,1
47,1665,0.2442840338,-2.130622864,1
47,1697,-0.3885333538,0.144212842,1
47,1729,-0.954669714,0.5594629645,1
47,1761,-0.3048709333,-0.1315977573,1
47,1793,0.6037467718,-0.9389686584,1
47,1825,0.5830724835,-1.1360147,1
47,1857,-0.1382741034,-0.5989071131,1
47,1889,-0.1416193247,-0.07263696194,1
47,1921,0.05326081812,0.061234653,1
47,1953,0.2527033687,-0.124576062,1
47,1985,0.3097138107,-0.4937630892,1
47,2017,-0.8945417404,-2.016299009,1
79,33,0.0579354167,1.325991869,1
79,65,0.009579449892,-0.2622025013,1
79,97,-0.4945661426,-1.705174208,1
79,129,0.3119191825,-1.815668941,1
79,161,1.703157902,-3.060416698,1
79,193,0.04761779308,-6.235019684,1
79,225,0.1343342066,-4.330522537,1
79,257,0.5420508385,-3.762870789,1
79,289,0.82259202,-3.440871716,1
79,321,1.709298253,-4.830584526,1
79,353,0.8651072383,-4.540759563,1
79,385,-1.394162893,-5.633390903,1
79,417,-1.8124336,-5.855531216,1
79,449,-0.642072916,-5.502645969,1
79,481,0.3579003215,-5.371911049,1
79,513,2.025348425,-3.798805952,1
79,545,-0.4213376343,-2.844159126,1
79,577,18.88807869,4.088832855,1
79,609,2.750499249,-3.058187962,1
79,641,2.605597258,-2.313995838,1
79,673,0.3519023657,-1.335632682,1
79,705,0.2829604149,-0.5772773027,1
79,737,1.680306673,-0.7622404099,1
79,769,5.348122597,-0.5284882784,1
79,801,4.100910187,-1.31162858,1
79,833,0.8643010855,-0.1589610577,1
79,865,0.513605237,-0.8485285044,1
79,897,-0.2136859596,-0.6299132705,1
79,929,-0.9299703836,-0.5487200022,1
79,961,-1.082919836,-1.077099681,1
79,993,-0.8139448166,-1.146059275,1
79,1025,0.8311357498,-2.324729919,1
79,1057,2.40067482,-2.749340057,1
79,1089,2.007063866,-3.479192019,1
79,1121,1.393817663,-3.807596684,1
79,1153,0.9073308706,-3.964344025,1
79,1185,1.162467837,-3.958976269,1
79,1217,1.652479172,-4.337885857,1
79,1249,2.081899166,-5.018457413,1
79,1281,2.015069246,-6.43287611,1
79,1313,2.112356663,-6.019789219,1
79,1345,2.343223095,-5.138237953,1
79,1377,2.513576031,-6.238863945,1
79,1409,2.096834421,-5.560641766,1
79,1441,0.5314169526,-2.313076496,1
79,1473,0.147804305,-2.072808266,1
79,1505,0.4075182974,-2.102059364,1
79,1537,2.014446497,-4.027817249,1
79,1569,2.842274189,-5.131579876,1
