PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 45, filenames: A:[45]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[46]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,2.180341244,0.9978084564,1
47,65,2.21791172,0.2142746449,1
47,97,2.866009951,-0.5032603741,1
47,129,3.601832867,-0.6377165318,1
47,161,3.795020103,-1.567468643,1
47,193,3.952465057,-2.365823507,1
47,225,3.469602585,-2.261387825,1
47,257,4.224378586,-2.891175985,1
47,289,3.896941185,-4.090693951,1
47,321,2.304315567,-2.521628141,1
47,353,2.351270437,-1.799409866,1
47,385,2.859174967,-2.931821346,1
47,417,3.225829601,-5.802476406,1
47,449,4.160294533,-5.508105755,1
47,481,3.071472406,-5.984658718,1
47,513,2.090474129,-4.445772171,1
47,545,1.901193023,-3.625673294,1
47,577,-0.9293240309,13.45722961,1
47,609,1.287133098,-5.953427792,1
47,641,2.420430899,-6.421656609,1
47,673,2.919990063,-6.795650482,1
47,705,1.400523424,-5.994451523,1
47,737,0.1755239964,-6.853310585,1
47,769,0.6503705978,-5.625408173,1
47,801,1.945168138,-6.587090492,1
47,833,3.573537588,-6.868061066,1
47,865,-9.164134979,9.45337677,1
47,897,10.82134628,-6.215670586,1
47,929,-1.00870657,-2.241236687,1
47,961,0.02040863037,-4.276763916,1
47,993,0.9190354347,-3.976473808,1
47,1025,0.6928896904,-3.821136475,1
47,1057,0.6876033545,-6.06173563,1
47,1089,1.070330858,-7.971173763,1
47,1121,2.292618752,-7.308276176,1
47,1153,3.781932354,-6.543140411,1
47,1185,3.130581379,-6.871863365,1
47,1217,3.653353691,-5.79249382,1
47,1249,4.702602863,-4.193385124,1
47,1281,4.021465302,-2.505858421,1
47,1313,2.776743889,-2.160153389,1
47,1345,2.401103258,-2.068264484,1
47,1377,3.667929649,-2.782457829,1
47,1409,4.673915386,-2.29512167,1
47,1441,2.824904919,-3.140439987,1
47,1473,3.449715614,-6.00303793,1
47,1505,3.477694988,-3.370284081,1
47,1537,2.948731899,-1.429949284,1
47,1569,3.696733952,-1.022966146,1
47,1601,5.301484108,-2.164544344,1
47,1633,5.26911211,-2.142527103,1
47,1665,0.7655329704,-0.3892087936,1
47,1697,0.1742982268,-0.3799760342,1
47,1729,-0.2985357046,0.1180202961,1
47,1761,-0.09048122168,0.08605986834,1
47,1793,-0.181404531,0.2866818905,1
47,1825,-0.8157340288,1.312654495,1
47,1857,-1.33637476,1.648202896,1
47,1889,0.05516640842,1.811535835,1
47,1921,0.4367463589,0.1498225331,1
47,1953,0.2456431389,-2.068393707,1
47,1985,-0.009827509522,-1.703039408,1
47,2017,-17.26889801,0.1409091949,1
79,33,2.19310379,1.45764637,1
79,65,2.01986742,-0.5857881308,1
79,97,2.155384064,-1.443575859,1
79,129,2.082539082,-1.13535738,1
79,161,2.851516724,-1.357485533,1
79,193,3.173104048,-2.244458199,1
79,225,3.252331257,-2.270979166,1
79,257,2.590905905,-2.134084225,1
79,289,2.287916422,-3.258804321,1
79,321,2.566633701,-4.521775246,1
79,353,2.154723167,-4.595285892,1
79,385,1.355286598,-4.492239952,1
79,417,2.149917841,-5.259999275,1
79,449,2.646172285,-4.990055561,1
79,481,1.932847619,-3.575184822,1
79,513,1.29160428,-3.460094452,1
79,545,1.370394588,-3.876340866,1
79,577,3.393610954,-5.068360329,1
79,609,1.934762955,-5.759552002,1
79,641,2.149004698,-5.214031696,1
79,673,21.59101868,-8.329820633,1
79,705,-15.995718,2.9237957,1
79,737,1.848553658,-5.29233551,1
79,769,2.065167427,-4.423293114,1
79,801,1.437682748,-4.624427795,1
79,833,0.8982669115,-4.698734283,1
79,865,1.917665958,-5.203609943,1
79,897,1.221166372,-5.616493702,1
79,929,0.6857740879,-4.509320259,1
79,961,1.393638849,-3.857883215,1
79,993,1.823889494,-3.999412775,1
79,1025,0.7669312954,-3.239331245,1
79,1057,1.298269391,-4.094907761,1
79,1089,1.152815104,-6.021749496,1
79,1121,1.376288772,-5.09274435,1
79,1153,2.164114952,-4.841870785,1
79,1185,1.591973066,-4.944121361,1
79,1217,1.03967905,-4.894095421,1
79,1249,3.1954,-3.723052025,1
79,1281,3.136730671,-2.965378046,1
79,1313,2.784923792,-2.418808937,1
79,1345,3.679309368,-1.425422668,1
