PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 38, filenames: A:[38]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[39]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.4165182412,0.3797165751,1
47,65,3.279928446,0.187404871,1
47,97,2.377242088,0.09221357107,1
47,129,2.156522512,0.4311495125,1
47,161,1.007924199,-1.04631269,1
47,193,0.09827309847,-1.168458343,1
47,225,0.668612957,-1.475716591,1
47,257,1.322421074,-1.926631927,1
47,289,1.594925642,-2.509207964,1
47,321,0.5420402288,-3.854421139,1
47,353,-0.708961308,-3.031386375,1
47,385,0.04827070236,-2.448676109,1
47,417,0.05739831924,-1.790480018,1
47,449,0.4501999617,-1.381646752,1
47,481,0.8676091433,-1.858825207,1
47,513,1.11300683,-3.710351467,1
47,545,-0.3848736286,-4.728557587,1
47,577,19.67760468,-3.133657932,1
47,609,0.08008253574,-6.102697372,1
47,641,0.5312348008,-4.93129158,1
47,673,-0.7772130966,-4.254573345,1
47,705,-1.503083944,-4.728671551,1
47,737,0.4575128555,-5.724045753,1
47,769,1.59868598,-4.376094341,1
47,801,1.097489119,-1.266920567,1
47,833,1.283343554,-0.7752202749,1
47,865,2.978671074,-3.013710976,1
47,897,2.08890152,-3.30490303,1
47,929,0.08066046238,-0.388777256,1
47,961,1.652308464,22.71406937,1
47,993,10.17010593,8.682319641,1
47,1025,-3.648798466,-3.406161308,1
47,1057,-2.266883135,-3.383834124,1
47,1089,-2.561666489,-3.687208414,1
47,1121,-2.348512173,-3.345663548,1
47,1153,-1.242740154,-2.459819078,1
47,1185,-2.276187181,-1.979242325,1
47,1217,-3.737443924,-2.670629263,1
47,1249,-3.11819315,-2.671843052,1
47,1281,-1.822320819,-2.211243868,1
47,1313,0.1437304914,-4.101309299,1
47,1345,1.470003128,-5.171123981,1
47,1377,1.870769739,-4.371800423,1
47,1409,1.080238581,-3.437142134,1
47,1441,0.3546201587,-2.899066448,1
47,1473,-0.9176553488,-0.9403556585,1
47,1505,-1.170160532,0.3597656488,1
47,1537,-1.221440315,0.5945736766,1
47,1569,-1.723539472,0.4033394456,1
47,1601,-4.704617023,0.3181946874,1
47,1633,-2.1304636,-1.447858095,1
47,1665,-1.283715367,-1.445834398,1
47,1697,-0.8052582741,-0.3452542722,1
47,1729,-0.6943135262,-0.03665804863,1
47,1761,-0.5433726311,0.07242870331,1
47,1793,0.1031528264,-0.0787807703,1
47,1825,0.5406240225,0.2492956519,1
47,1857,0.3888767958,0.3013076186,1
47,1889,0.3183736801,0.04216103256,1
47,1921,0.2693714499,-0.02706892788,1
47,1953,-0.074855268,-0.2372712791,1
47,1985,-0.3430093825,-0.01430198923,1
47,2017,0.04324477911,0.05897283554,1
79,33,0.4951821268,0.5164330006,1
79,65,1.199631929,0.1892220676,1
79,97,0.658642292,-0.04841440916,1
79,129,0.6952028871,-0.2850397825,1
79,161,0.8748292327,-0.8708485365,1
79,193,1.111231804,-0.9355916977,1
79,225,1.44483614,-1.684159279,1
79,257,1.459770679,-2.505320549,1
79,289,1.325602531,-2.854588985,1
79,321,-0.6137400866,-2.638687134,1
79,353,-0.7625906467,-3.049845695,1
79,385,0.7145038843,-2.134175301,1
79,417,0.8838720918,-1.645755053,1
79,449,0.9754141569,-2.223083496,1
79,481,1.27136147,-3.250123262,1
79,513,1.120563507,-4.298282146,1
79,545,0.8828501701,-5.620622635,1
79,577,0.6403367519,-6.051194191,1
79,609,1.211151123,-6.073047638,1
79,641,1.801160812,-5.48479557,1
79,673,0.5298703909,-4.715188026,1
79,705,-0.09239900112,-5.943347454,1
79,737,-2.243927002,-5.006298542,1
79,769,-2.282500029,-3.428100109,1
79,801,-0.3265622854,-0.9822390079,1
79,833,1.528243303,-0.01142346859,1
79,865,2.922913074,-0.795671463,1
79,897,3.493582249,-1.140421748,1
79,929,3.135585785,-1.019735217,1
79,961,7.941745758,13.95884705,1
79,993,-15.53254128,-13.94981575,1
79,1025,-1.42159915,-3.552098036,1
79,1057,-2.660957813,-4.469232082,1
79,1089,-2.341956139,-4.540883064,1
79,1121,-2.414953709,-5.280721664,1
79,1153,-2.203147888,-3.832268,1
79,1185,-1.993939877,-4.134725094,1
79,1217,-3.396612883,-3.601422548,1
79,1249,-2.63790226,-2.898183823,1
79,1281,-1.452358365,-1.720435858,1
79,1313,-0.1612526476,-1.637217522,1
79,1345,0.7392712831,-2.426881313,1
79,1377,1.477422714,-3.14210248,1
79,1409,-0.1038688719,15.54446602,1
79,1441,0.0631968677,-1.50741744,1
79,1473,-0.1286451817,-0.7851859331,1
79,1505,-0.7694316506,-0.3240218759,1
79,1537,-1.496155143,-0.05566704273,1
79,1569,-1.851301432,0.2413560897,1
79,1601,-1.638258696,0.1260351241,1
79,1633,-1.173705816,-1.001489282,1
79,1665,-0.5141431093,-0.5695299506,1
79,1697,-0.3245898485,-0.1755643487,1
79,1729,0.001120328903,-0.34711954,1
79,1761,0.01154381037,0.1615166366,1
79,1793,0.2321555316,0.1254979223,1
79,1825,0.2815474868,0.000804245472,1
79,1857,-0.007775649428,0.3088197708,1
79,1889,-0.007173120975,0.1226332784,1
79,1921,0.1109545827,-0.107308723,1
79,1953,0.01242865808,-0.0652539283,1
79,1985,-0.1377842128,0.1384025812,1
79,2017,-0.2127766609,-0.3016727567,1
111,33,0.2212589681,0.6020777225,1
111,65,-0.09894540906,0.01333361864,1
111,97,-0.5009686947,-0.4103886783,1
111,129,0.03480088711,-0.63757056,1
111,161,1.641992807,-0.4453366995,1
111,193,1.951345086,-0.6225726604,1
111,225,1.39382267,-1.704652309,1
111,257,1.434993982,-3.005217314,1
111,289,2.00164628,-3.04135561,1
111,321,-0.413844347,-2.609503984,1
111,353,-0.5499451756,-3.532799244,1
111,385,-7.614127159,-15.53747272,1
111,417,0.9375940561,-2.587540388,1
111,449,1.32902813,-3.047394753,1
111,481,1.497414827,-3.327614784,1
111,513,1.739250422,-4.739289761,1
111,545,2.032184601,-6.628058434,1
111,577,1.346648216,-6.279280663,1
111,609,1.240838289,-5.86222887,1
111,641,-16.78416061,-9.586648941,1
111,673,1.498659492,-5.382266521,1
111,705,8.097947121,2.573297977,1
111,737,7.780849934,14.05500507,1
111,769,-3.922013521,-2.828865528,1
111,801,-3.835600376,-1.660017729,1
111,833,1.579795241,-0.2101258039,1
111,865,1.72659564,0.175062418,1
111,897,2.218611002,-0.2182828188,1
111,929,3.674155235,-1.979076028,1
111,961,4.803412914,-4.910403728,1
111,993,21.10297966,-7.302057266,1
111,1025,18.94296074,-9.731298447,1
111,1057,-1.658976674,-4.702271938,1
111,1089,-1.535482883,-4.602117538,1
111,1121,-1.286003351,-4.603109837,1
111,1153,-0.9963871241,-4.102200508,1
111,1185,-0.5594785213,-4.81673336,1
111,1217,-1.023799896,-3.800963163,1
111,1249,-1.308940887,-3.342038393,1
111,1281,-1.274565697,-1.5689888,1
111,1313,-0.07773537934,-0.5033363104,1
111,1345,0.2969046533,-0.6263540983,1
111,1377,0.1837905347,-1.443123817,1
111,1409,0.8601008654,-0.9905452728,1
111,1441,0.6527351141,-0.9714130163,1
111,1473,-0.3035317063,-1.32540834,1
111,1505,-1.065268755,-1.469006777,1
111,1537,-2.031657696,-1.018003225,1
111,1569,-1.699329019,-0.3038505316,1
111,1601,-1.325243354,-0.5410014391,1
111,1633,-1.143861294,-0.9832664132,1
111,1665,-1.349274635,-1.310093164,1
111,1697,-1.068774104,-1.303860784,1
111,1729,-0.3040760756,-0.9935936332,1
111,1761,-0.1793301105,-0.2191033959,1
111,1793,-0.07142192125,0.04483880103,1
111,1825,0.003764808178,-0.01524870843,1
111,1857,-0.03804821521,0.09652531147,1
111,1889,-0.002905756235,0.2568511665,1
111,1921,0.02919802442,-0.01084689796,1
111,1953,-0.01414778084,0.01968507469,1
111,1985,-0.03690463305,0.1828783154,1
111,2017,0.1189891547,-0.3439214826,1
143,33,-0.2941103876,0.4236292243,1
143,65,-0.8435748816,-0.1251243353,1
143,97,-1.131794691,-0.4459066391,1
143,129,-0.4327814281,-0.4412119985,1
143,161,0.4495121837,-0.9527742863,1
143,193,-0.002581179142,-1.239296675,1
143,225,0.1111658812,-2.24991703,1
143,257,0.7548048496,-3.718917131,1
143,289,0.8826227188,-3.665797234,1
143,321,0.577524066,-4.049734592,1
143,353,-0.06994557381,-7.801853657,1
143,385,1.563954115,-6.124431133,1
143,417,1.517486811,-2.422925472,1
143,449,1.639158368,-3.691919804,1
143,481,1.586621046,-3.691674232,1
143,513,1.265966892,-5.167681694,1
143,545,1.774823785,-6.519091606,1
143,577,1.736931205,-6.045626163,1
143,609,1.38707757,-6.122803688,1
143,641,2.46735692,-6.271601677,1
143,673,1.44209218,-5.861127853,1
143,705,0.07126235962,-4.639565468,1
143,737,-0.2180559635,-2.274849415,1
143,769,1.830975771,6.000441551,1
143,801,-1.390878439,-4.190204144,1
143,833,0.9726544619,-0.8052500486,1
143,865,1.544012427,-0.05106657743,1
143,897,1.640804529,-0.591919899,1
143,929,3.341601133,-2.713226795,1
143,961,4.83211422,-4.012965202,1
143,993,3.459075451,-3.85072875,1
143,1025,1.336362123,-5.371156693,1
143,1057,-0.009294033051,-4.828496933,1
143,1089,-0.1700304747,-4.393528938,1
143,1121,-0.1817210913,-3.904438019,1
143,1153,0.08455228806,-3.72965169,1
143,1185,0.3678079844,-3.357185125,1
143,1217,0.4629166126,-2.88479495,1
143,1249,0.4106995463,-2.513311863,1
143,1281,4.607771397,-13.07543182,1
143,1313,0.001733541489,0.4506795406,1
143,1345,-0.5602089167,0.3604462147,1
143,1377,-1.069443226,-0.3969803452,1
143,1409,0.1163260341,-1.200230598,1
143,1441,0.3966742754,-1.644590378,1
143,1473,-0.7519330978,-1.37282455,1
143,1505,-1.028738976,-1.755442142,1
143,1537,-2.347272396,-1.31694901,1
143,1569,-1.555760264,-0.8077096939,1
143,1601,-1.242387056,-0.7342715263,1
143,1633,-1.660033703,-1.075893641,1
143,1665,-3.546875954,-3.323867321,1
143,1697,-3.698878765,-2.455869198,1
143,1729,-1.04819119,-0.7967203856,1
143,1761,-0.3909624815,-0.09119081497,1
