PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 13, filenames: A:[13]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[14]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.530040741,0.9898389578,1
47,65,1.383259535,-0.226310581,1
47,97,1.495221972,0.3982481956,1
47,129,1.328016281,-0.5826291442,1
47,161,1.015155315,-0.8074247241,1
47,193,1.749936938,-0.46506387,1
47,225,3.016705513,0.2212862372,1
47,257,4.553657532,-0.3572460413,1
47,289,4.284924507,-1.503032207,1
47,321,2.859980106,-2.004534721,1
47,353,1.956493378,-1.082646251,1
47,385,2.655321598,-1.463214397,1
47,417,1.955314994,3.451304913,1
47,449,2.644538879,-0.489459753,1
47,481,3.378623962,-0.7528038025,1
47,513,4.733365059,-1.262488842,1
47,545,4.769627571,-2.714447498,1
47,577,4.749223709,-4.461018085,1
47,609,5.063670635,-3.92649579,1
47,641,3.640100479,-1.568983197,1
47,673,4.924116611,0.5630391836,1
47,705,5.598274231,-0.3828443289,1
47,737,4.44188261,-2.274713039,1
47,769,4.460442543,-1.68140626,1
47,801,4.838859558,0.7323416471,1
47,833,7.303552151,-1.44397378,1
47,865,9.165182114,-3.867826462,1
47,897,8.476821899,-3.2697649,1
47,929,-11.13931847,-8.278604507,1
47,961,7.039289474,-3.267041683,1
47,993,6.375869751,-4.939644814,1
47,1025,5.912986755,-5.584648132,1
47,1057,7.910257339,-5.82454586,1
47,1089,10.04694557,-6.332553864,1
47,1121,10.16797447,-5.071808338,1
47,1153,9.317391396,-5.215435028,1
47,1185,8.571649551,-5.951243401,1
47,1217,7.824110985,-6.487969398,1
47,1249,7.443007469,-6.830644608,1
47,1281,7.760553837,-7.58520031,1
47,1313,8.713435173,-9.24165535,1
47,1345,9.633440018,-9.232187271,1
47,1377,6.321660995,-9.767159462,1
47,1409,6.361194134,-9.952622414,1
47,1441,7.393007278,-9.100453377,1
47,1473,7.194125175,-7.253834724,1
47,1505,6.47287035,-6.688048363,1
47,1537,6.746996403,-5.553479671,1
47,1569,5.660572052,-3.220896721,1
47,1601,4.947158813,-4.362864971,1
47,1633,5.838598728,-5.866324902,1
47,1665,5.199834347,-5.768424988,1
47,1697,-0.09700465202,-0.8652501106,1
