PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 49, filenames: A:[49]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[50]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.321318626,5.288171768,1
47,65,0.6810165048,-3.943834782,1
47,97,0.41027987,-6.119743824,1
47,129,-0.1889524758,-3.974025726,1
47,161,-0.3341982663,-2.638377666,1
47,193,0.449796319,-4.270636559,1
47,225,6.847048759,1.782013416,1
47,257,-1.799170971,-24.04138947,1
47,289,1.032088876,-5.655175209,1
47,321,9.485097885,1.194740772,1
47,353,9.059009552,3.171592474,1
47,385,-0.9321012497,-2.913202286,1
47,417,-1.942783475,-1.60716486,1
47,449,-0.8854663372,-3.208919764,1
47,481,-0.06061863899,-3.346566439,1
47,513,-1.574505687,-2.848700047,1
47,545,12.12861729,10.04596519,1
47,577,-21.58312988,0.06781196594,1
47,609,-1.404803514,-4.060124874,1
47,641,-1.487938404,-4.004507065,1
47,673,-2.509246349,-3.770719528,1
47,705,-1.788083076,-4.422637939,1
47,737,-0.3961837292,-4.385956764,1
47,769,-0.2246925831,-2.551793098,1
47,801,-0.8632971048,-3.096233845,1
47,833,-2.170638561,-4.297116756,1
47,865,-1.101242304,-4.275306225,1
47,897,0.1165130138,-4.627339363,1
47,929,-0.8117667437,-6.335652828,1
47,961,-1.026301384,-6.281984806,1
47,993,-0.9459480047,-5.300304413,1
47,1025,-1.820092678,-5.183123589,1
47,1057,-2.145020962,-3.896225452,1
47,1089,-2.667936563,-4.677097797,1
47,1121,-2.512417316,-7.05413866,1
47,1153,-2.773054123,-6.561692238,1
47,1185,-4.91985321,-2.762450218,1
47,1217,-5.756707191,0.103219986,1
47,1249,-5.009933949,0.2805792689,1
47,1281,-3.420911074,0.480843246,1
47,1313,-4.924975872,2.459954739,1
47,1345,-5.897263527,2.720077753,1
47,1377,-2.833347321,1.109050751,1
47,1409,-13.66409016,-18.26944542,1
47,1441,16.50085831,-4.293992043,1
47,1473,-4.799817562,-3.043784618,1
47,1505,-4.7658391,-5.670089722,1
47,1537,-4.58046627,-9.87800312,1
47,1569,-4.638424397,-7.560031891,1
47,1601,-5.531755447,-6.399982452,1
47,1633,-4.51899147,-5.801828384,1
47,1665,-3.129157543,-5.737938881,1
47,1697,-0.7130784988,-0.2845072746,1
47,1729,-0.681520462,-0.8561248779,1
47,1761,-0.09511518478,-0.3039793968,1
47,1793,-0.5904387236,-0.8528876305,1
47,1825,-0.1292749643,-0.1999826133,1
47,1857,-0.07892973721,-0.2899162769,1
47,1889,0.2437864542,-0.1676668078,1
47,1921,0.04485723376,0.3012850285,1
47,1953,0.01747077703,0.5486496687,1
47,1985,-0.02345511317,-0.4154243469,1
47,2017,-1.394540787,-5.810685635,1
79,33,-1.355252266,5.264415741,1
79,65,-0.1745192409,-3.21748662,1
79,97,0.2005611956,-4.488779068,1
79,129,-0.3351845145,-4.006694317,1
79,161,-0.4132626355,-3.893306255,1
