PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 64, filenames: A:[64]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[65]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.988796711,-0.1385726929,1
47,65,1.351594806,1.089097261,1
47,97,1.722146273,1.618601561,1
47,129,1.409829497,1.526004791,1
47,161,0.9035283327,2.665138006,1
47,193,1.328456998,2.153630257,1
47,225,2.817874432,-1.606586337,1
47,257,3.644859314,-3.393973827,1
47,289,3.612694025,-3.084097862,1
47,321,3.609707594,-3.309803486,1
47,353,2.847343922,-3.362891197,1
47,385,2.921478271,-4.570793629,1
47,417,4.769720078,-9.844175339,1
47,449,5.310356617,-3.899276257,1
47,481,5.666018486,-3.612934589,1
47,513,3.376770973,-3.910734177,1
47,545,2.95246172,-3.082515478,1
47,577,2.319725752,-3.289939404,1
47,609,1.42735076,-3.043741703,1
47,641,1.041341782,-2.685452461,1
47,673,0.9512765408,-3.314218521,1
47,705,1.333890438,-2.030014277,1
47,737,1.217628479,-1.65400219,1
47,769,0.7829594612,-4.703623772,1
47,801,1.503587961,-3.555912018,1
47,833,1.506479621,-3.554419994,1
47,865,1.213107467,-1.62281692,1
47,897,1.145640492,0.2809033394,1
47,929,0.3811472952,-0.6132946014,1
47,961,-0.2153311521,-2.403003216,1
47,993,-0.4889689684,-3.676056862,1
47,1025,0.4680737257,-4.911756039,1
47,1057,2.0785079,-4.938906193,1
47,1089,1.747668743,-2.659642458,1
47,1121,1.628165364,-0.6356081963,1
47,1153,1.666894436,-0.9493559599,1
47,1185,-0.1434439421,-1.607761621,1
47,1217,-0.7178278565,-2.264832735,1
47,1249,0.02772510052,-2.405427456,1
47,1281,0.9277498722,-1.943280339,1
47,1313,-0.2669633627,-0.9509650469,1
47,1345,-1.043087363,-0.2139128447,1
47,1377,-1.02938056,-0.4947642088,1
47,1409,-1.572969079,-0.5502525568,1
47,1441,-1.299422503,-1.394696474,1
47,1473,-0.7515728474,-0.8211278915,1
47,1505,0.3175052404,-1.166472077,1
47,1537,0.1894006729,-1.417974591,1
47,1569,0.1049727201,-1.485325098,1
47,1601,-0.05922245979,-1.285868645,1
47,1633,-0.6838417053,-0.6259968281,1
47,1665,-0.4985001087,0.3622724414,1
47,1697,-0.171202898,0.4377112389,1
47,1729,-0.03730779886,0.2919609547,1
47,1761,0.1066340804,0.2947792411,1
47,1793,0.0003401339054,0.3239783645,1
47,1825,-0.06832018495,0.2919606566,1
47,1857,-0.2353308797,0.08092713356,1
47,1889,-0.1669841111,0.02673761547,1
47,1921,-0.0833607316,-0.3276863992,1
47,1953,-0.111045897,-0.2189048827,1
47,1985,-0.06489947438,-0.1465316862,1
47,2017,-0.31630373,-0.2203604579,1
79,33,1.204517007,0.3290575743,1
79,65,1.585910797,0.5142759085,1
79,97,1.780432701,1.460583925,1
79,129,2.045259714,1.548830271,1
79,161,2.123167992,2.361280203,1
79,193,1.340797305,1.368053675,1
79,225,1.108925819,-2.073615551,1
79,257,2.456002235,-3.385473013,1
79,289,3.390796661,-2.022586584,1
79,321,3.966721058,-2.571017981,1
79,353,3.616889238,-2.174701214,1
79,385,2.715225935,-3.08018589,1
79,417,3.607517481,-5.824810028,1
79,449,4.248043537,-4.569013596,1
79,481,5.789640903,-3.753521204,1
79,513,4.56456995,-4.504654408,1
79,545,4.231387138,-3.75216341,1
79,577,3.870069742,-3.883220196,1
79,609,3.446737528,-3.713549137,1
79,641,3.379823685,-3.292777777,1
79,673,3.61213398,-3.972967863,1
79,705,3.601237297,-4.108084202,1
79,737,2.024382114,-2.901157856,1
79,769,0.01771807671,-1.900928736,1
79,801,1.816385627,-2.016680956,1
79,833,2.408397675,-2.391804457,1
79,865,1.720997572,-1.890464783,1
79,897,1.071046114,-1.155806065,1
79,929,0.6322238445,-1.535203457,1
79,961,-0.048035115,-1.518818617,1
79,993,-1.212469578,-3.146854877,1
79,1025,-0.8152490854,-3.780222654,1
79,1057,0.741350174,-3.886956453,1
79,1089,0.6238565445,-3.048892498,1
79,1121,0.5109609962,-2.012309551,1
79,1153,0.8689024448,-1.984642506,1
79,1185,0.2834887207,-2.658295155,1
79,1217,-0.3382285237,-4.647265434,1
79,1249,-1.053622365,-2.543532848,1
79,1281,-0.6591435671,-1.770476103,1
79,1313,-0.4044407606,-2.166979074,1
79,1345,-1.405789256,-1.760159492,1
79,1377,-2.513415813,-1.142940998,1
79,1409,-3.029670477,-1.440427899,1
79,1441,-2.58017087,-1.461430192,1
79,1473,-1.754454374,-1.360669613,1
79,1505,-1.117432356,-1.309306622,1
79,1537,-0.6166978478,-1.03776145,1
79,1569,0.4442260265,-1.707669735,1
79,1601,0.7253826857,-1.071877241,1
79,1633,-0.248898387,-0.3795883358,1
79,1665,-0.01403605938,-0.04429073632,1
79,1697,0.3150142431,0.1359529942,1
79,1729,-0.06501466036,0.4279112518,1
79,1761,0.04611606896,0.1926582009,1
79,1793,0.06012552232,0.2302316129,1
79,1825,0.04306108877,0.1915180981,1
79,1857,0.09064050764,-0.03466981649,1
79,1889,0.1629237384,-0.05092465132,1
79,1921,0.1845758855,-0.2351742089,1
79,1953,-0.0357708931,-0.2069219649,1
79,1985,-0.1997193843,-0.08474825323,1
79,2017,-0.1241563186,-0.09463617206,1
111,33,2.007221699,0.2292107344,1
111,65,2.197953701,-0.9979336262,1
111,97,2.6283319,0.5623112917,1
111,129,3.125299454,0.9007998705,1
111,161,3.090464592,0.3138477802,1
111,193,1.339909673,-0.4768249989,1
111,225,1.366896629,-1.680241942,1
111,257,1.68541503,-1.836171269,1
111,289,2.58911705,-1.890868187,1
111,321,3.591726303,-2.968363047,1
111,353,3.044914246,-2.367877245,1
111,385,2.503635406,-2.704243898,1
111,417,2.751304626,-2.92224431,1
111,449,2.823830366,-3.234261751,1
111,481,3.346627235,-3.729038239,1
111,513,5.026721954,-3.907037973,1
111,545,4.581404686,-4.123353004,1
111,577,4.468198776,-4.798938274,1
111,609,4.896943092,-4.834114552,1
111,641,4.997001171,-4.145342827,1
111,673,5.316017151,-4.296154499,1
111,705,4.352960587,-5.134157658,1
111,737,0.7259452343,-2.962493181,1
111,769,-0.1054528952,-1.485543013,1
111,801,1.84016192,-1.643317223,1
111,833,2.456344604,-1.928287745,1
111,865,2.064586639,-2.007972717,1
111,897,1.382099986,-2.598201036,1
111,929,0.7996419072,-3.088657141,1
