PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 33, filenames: A:[33]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[34]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.8123492002,-0.359193325,1
47,65,-0.200656414,3.209784508,1
47,97,0.4486199617,2.661209583,1
47,129,0.8753073215,2.174155235,1
47,161,0.2779471874,1.540327311,1
47,193,-0.1937301755,-1.677689552,1
47,225,-0.2583974004,-2.519286156,1
47,257,0.179148674,-1.559976101,1
47,289,0.8014449477,-0.5845829248,1
47,321,1.377213478,-0.8023933172,1
47,353,0.7214328051,-0.9388910532,1
47,385,-0.6573148966,-2.003819942,1
47,417,-0.6881880164,-2.824493647,1
47,449,-0.9588207006,-0.9510085583,1
47,481,-1.094796658,-0.5800812244,1
47,513,-0.8253049254,-1.125063658,1
47,545,-0.2461501062,-4.397179604,1
47,577,12.69572353,-6.779893875,1
47,609,-1.408517241,-3.668349743,1
47,641,-2.383155346,-1.701653242,1
47,673,-1.596184373,-0.6922082901,1
47,705,-0.4094340801,-1.194794893,1
47,737,-0.1947251558,-2.583974361,1
47,769,-0.4019317627,-3.545162201,1
47,801,-1.134578466,-3.959680557,1
47,833,-1.114033461,-2.920716524,1
47,865,0.5291171074,-1.845880032,1
47,897,0.6067113876,-0.6894365549,1
47,929,0.2168986797,-1.547017574,1
47,961,0.2466721535,-2.377212048,1
47,993,0.3109000921,-2.375234604,1
47,1025,0.7499783039,-1.647533059,1
47,1057,0.2571099997,-1.516867399,1
47,1089,-0.4534935355,-2.282176018,1
47,1121,-1.580772877,-3.168844938,1
47,1153,-2.889724731,-4.129259586,1
47,1185,-3.265340805,-3.341903925,1
47,1217,-3.554691315,-2.909651756,1
47,1249,-4.341742039,-1.188842654,1
47,1281,-4.346691132,-2.263659477,1
47,1313,-5.846690178,-5.178843498,1
47,1345,-3.942548275,-5.683297157,1
47,1377,-3.21282506,-4.187778473,1
47,1409,-2.50293088,-2.016578197,1
47,1441,-1.094834447,-1.998304725,1
47,1473,-3.080369473,-0.8079777956,1
47,1505,-4.600510597,-0.3890091181,1
47,1537,-4.968753338,-1.012827873,1
47,1569,-3.775045872,-1.842888832,1
47,1601,-1.675551653,-2.283390045,1
47,1633,-1.460082531,-2.47360754,1
47,1665,-1.926164865,-2.916234493,1
47,1697,-0.06559157372,-0.4450150728,1
47,1729,2.167301655,1.272181749,1
47,1761,1.497200489,0.8755613565,1
47,1793,0.2723213434,0.1253992915,1
47,1825,-0.2558298111,-0.08562156558,1
47,1857,-0.2849109173,0.02080348134,1
47,1889,-0.1614271402,0.09725135565,1
47,1921,-0.2146981955,0.4701561928,1
47,1953,-0.3057791591,0.7705756426,1
47,1985,0.1749324799,-0.3931658864,1
47,2017,0.6278219223,-5.339528084,1
79,33,0.09268392622,0.2660329342,1
79,65,-1.087567687,2.524460793,1
79,97,-0.04986901581,2.308719873,1
79,129,0.2695311904,2.101745605,1
79,161,-0.4742120504,1.406676769,1
79,193,-0.5188064575,-0.2844648361,1
79,225,-0.6230299473,-1.03056407,1
79,257,-0.2678401768,-1.719155431,1
79,289,-0.288910687,-1.265619516,1
79,321,-0.6484955549,-1.276094913,1
79,353,-0.5310465097,-2.053349733,1
79,385,-0.845358789,-2.983217001,1
79,417,-1.849028826,-3.171112776,1
79,449,6.383693695,12.70972729,1
79,481,-17.43835831,-4.464241982,1
79,513,16.73354912,1.787549019,1
79,545,0.2562760711,-4.748303413,1
79,577,-1.012068748,-4.209327221,1
79,609,-2.060855389,-2.497556686,1
79,641,-2.499939919,-1.189068079,1
79,673,-3.183984756,-0.5170257092,1
79,705,-0.9711991549,-1.678130507,1
79,737,0.6193189025,-2.551172733,1
79,769,0.1570344865,-3.08254981,1
79,801,-0.369545877,-3.203798056,1
79,833,0.2823398113,-1.444429636,1
79,865,1.311615825,-3.906717062,1
79,897,-0.1570810676,-0.5778704882,1
79,929,-0.1931260228,0.410795927,1
79,961,-0.1235876679,-0.8715542555,1
79,993,0.07117173076,-1.211968899,1
79,1025,-0.4823438823,-1.095620155,1
79,1057,-1.209732294,-1.763019443,1
79,1089,-1.207142711,-2.14806056,1
79,1121,-1.40317893,-2.993566275,1
79,1153,-2.017539978,-3.273706913,1
79,1185,-2.522355556,-2.741650343,1
79,1217,-2.515910864,-3.617597103,1
79,1249,-4.025394917,-1.233358741,1
79,1281,-4.952697754,-1.077575922,1
79,1313,-4.377569199,-4.279490948,1
79,1345,-3.499992371,-4.015576839,1
79,1377,-2.366087675,-3.47595048,1
79,1409,-1.668154001,-1.900601387,1
79,1441,-1.233205557,-1.190277815,1
79,1473,-1.797825098,-1.102962494,1
79,1505,-3.232831478,-0.7194601297,1
79,1537,-5.208815575,-0.954952836,1
79,1569,-4.929655075,-0.9352375269,1
79,1601,-1.59300971,-1.862752199,1
79,1633,-1.304504037,-1.630212307,1
79,1665,-3.762976885,-2.025588989,1
79,1697,-3.302547216,-2.365376949,1
79,1729,0.1551109552,0.2056568861,1
79,1761,0.1048122048,0.2955449522,1
79,1793,-0.1315824687,-0.02096432447,1
79,1825,-0.1360435635,-0.08745466173,1
79,1857,-0.1909013838,-0.01756930351,1
79,1889,-0.3056634068,-0.1247260123,1
79,1921,-0.3229526579,-0.09444668889,1
79,1953,-0.365041703,0.3729487658,1
79,1985,-0.2487794161,-0.2487876415,1
79,2017,0.2129220366,-2.913375139,1
111,33,0.1390259862,0.4769328833,1
111,65,-0.2920496762,1.153164864,1
111,97,0.2040286064,1.468337178,1
111,129,0.4467593431,1.812246799,1
111,161,-0.1583451629,0.6040794849,1
111,193,-1.025222778,-0.3139827847,1
111,225,-1.573734879,-0.6808423996,1
111,257,-0.3854064345,-1.571652532,1
111,289,-0.0928068608,-2.139609337,1
111,321,-0.3363638818,-2.158451557,1
111,353,-0.5407550931,-2.527194738,1
111,385,-0.6601370573,-3.742089272,1
111,417,-0.8251922131,-3.957309246,1
111,449,-0.3816606402,-3.486203432,1
111,481,11.48330212,1.670316696,1
