PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 29, filenames: A:[29]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[30]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.8850833178,4.405986309,1
47,65,1.952967167,-4.044140339,1
47,97,0.9326050282,-2.465476513,1
47,129,1.280452609,-1.574071646,1
47,161,1.113313437,-1.079177499,1
47,193,0.2370839119,-1.053705454,1
47,225,1.038298965,-1.306389928,1
47,257,1.845473051,-1.922020078,1
47,289,0.9431624413,-1.634855747,1
47,321,-3.286300659,-21.03881073,1
47,353,1.860916615,-1.84468627,1
47,385,0.4546939135,-2.531148911,1
47,417,0.3898704052,-3.576831818,1
47,449,2.840909004,-7.419543266,1
47,481,3.015714884,-7.297414303,1
47,513,1.976243496,-5.794093132,1
47,545,0.1291767955,-5.534706116,1
47,577,-5.754359245,-16.26717186,1
47,609,0.2279813588,-5.314795494,1
47,641,0.5443508625,-6.304526329,1
47,673,1.247924447,-4.665030479,1
47,705,2.171169758,-2.650481224,1
47,737,1.394752264,-1.381858826,1
47,769,0.1079325676,-2.513789415,1
47,801,0.6607940197,0.08738946915,1
47,833,1.174139261,0.001137733459,1
47,865,1.684738517,-2.027440548,1
47,897,1.150134444,-3.82866478,1
47,929,0.3953088522,-3.098146439,1
47,961,-0.2316858172,-0.5775119066,1
47,993,1.122015953,-0.9649963379,1
47,1025,1.372160554,-3.122202635,1
47,1057,0.9696858525,-4.844965458,1
47,1089,1.448372364,-6.254721165,1
47,1121,1.854681969,-5.488393784,1
47,1153,1.379549503,-4.741793633,1
47,1185,0.2053418159,-5.072002411,1
47,1217,-0.9341515899,-5.082155228,1
47,1249,-0.887644887,-5.188036919,1
47,1281,-0.733846128,-6.079555988,1
47,1313,-1.075133324,-3.58760643,1
47,1345,-1.899077296,-2.40655899,1
47,1377,-3.127159595,-2.843627214,1
47,1409,-2.736339808,-3.237463474,1
47,1441,-1.459064603,-3.097906828,1
47,1473,-2.161578655,-2.503733635,1
47,1505,-3.75592804,-4.543560505,1
47,1537,-4.123873711,-6.511012077,1
47,1569,-3.132062912,-5.248895645,1
47,1601,-1.881776094,-4.299201965,1
47,1633,0.1023224592,-3.578647137,1
47,1665,1.397856355,-2.362984419,1
47,1697,0.7157588005,-0.07599055767,1
47,1729,0.2831270099,-0.1245912313,1
47,1761,0.3640972972,-0.6533132792,1
47,1793,0.2679064274,-0.9409372807,1
47,1825,0.2489115,-0.5763819814,1
47,1857,0.584513545,-0.04921549559,1
47,1889,0.2334735394,0.3447291255,1
47,1921,-0.1468801647,-0.01742494106,1
47,1953,-0.1399978697,-0.9163031578,1
47,1985,-0.1324045211,-0.6072247028,1
47,2017,0.681048274,0.3028812408,1
79,33,0.08992946148,3.113052368,1
79,65,0.4445693195,-1.665367961,1
79,97,-0.07933986187,-3.43680191,1
79,129,1.278853297,-1.495421052,1
79,161,1.255760312,-1.064593077,1
79,193,0.2362046838,-0.9903976917,1
79,225,1.193224907,-1.711472988,1
79,257,1.836572886,-2.219809771,1
79,289,2.37435317,-3.120411873,1
79,321,1.348323941,-2.11868906,1
79,353,4.518118382,17.79151726,1
79,385,0.2231618166,-0.3756763935,1
79,417,-0.9488917589,-1.031158924,1
79,449,2.79450655,-6.351560593,1
79,481,3.102600574,-5.710380077,1
79,513,1.35931623,-4.169034004,1
79,545,-1.706864119,-3.362164974,1
79,577,-3.032616854,-2.836276054,1
79,609,-1.405656815,-3.564610958,1
79,641,-1.806981325,-12.60075092,1
79,673,0.583706677,-3.766381025,1
79,705,0.3762091994,-2.919600248,1
79,737,-2.776147127,-0.9119548798,1
79,769,-0.6518774033,-0.9575461149,1
79,801,0.4801629186,-1.253457785,1
79,833,-0.02628833055,-1.351562142,1
79,865,1.217555523,-3.898159266,1
79,897,1.333147526,-3.532381535,1
79,929,1.568397999,-1.708609343,1
79,961,0.9010055065,-0.8988033533,1
79,993,0.1207951307,-1.624909401,1
79,1025,0.7743343711,-2.747771025,1
79,1057,1.01384151,-4.214845181,1
79,1089,1.162152052,-4.847831726,1
79,1121,1.069252014,-4.752479076,1
79,1153,0.4726823568,-4.616208553,1
79,1185,-0.5259252787,-4.150915623,1
79,1217,-1.679439306,-3.862624645,1
79,1249,-1.667524099,-3.617734194,1
79,1281,-1.20050931,-4.060244083,1
79,1313,-0.9842296839,-4.35575676,1
79,1345,-1.24873817,-4.070771217,1
79,1377,-1.547630787,-4.058813095,1
79,1409,-1.565226316,-4.548875332,1
79,1441,-1.032011867,-3.419045687,1
79,1473,-1.732411623,-2.680418015,1
79,1505,-3.46256566,-3.537217617,1
79,1537,-3.38129735,-4.296367168,1
79,1569,-3.051741362,-3.964726448,1
79,1601,-1.843913078,-3.296904802,1
79,1633,-1.505292654,-2.948228836,1
79,1665,-0.916885972,-2.25942874,1
79,1697,-0.465792954,-0.2734812498,1
79,1729,-0.09160837531,0.07410180569,1
79,1761,0.0126875937,-0.1381144524,1
79,1793,-0.182712853,-0.3941965103,1
79,1825,-0.3504759967,-0.5182048082,1
79,1857,-0.01557528973,-0.07927231491,1
79,1889,0.1814157963,0.03120996058,1
79,1921,0.1934334934,-0.1153683066,1
79,1953,0.1848256886,-0.3286520839,1
79,1985,-0.08922059089,-0.4606104493,1
79,2017,-0.4151900113,-0.7353973389,1
111,33,0.412951827,2.317237377,1
111,65,-1.869620919,-0.7774061561,1
111,97,-0.76813519,-2.51183033,1
111,129,1.684753895,-1.306489468,1
111,161,1.587158799,-1.89484477,1
111,193,0.6094368696,-1.889279127,1
111,225,0.6040945649,-2.099947929,1
111,257,1.221480608,-2.486719847,1
111,289,1.978682041,-2.627627134,1
111,321,1.652403116,-1.697905302,1
111,353,1.943557024,-1.227821946,1
111,385,1.40499866,-0.618289113,1
111,417,0.007108092308,-2.433726311,1
111,449,0.8228393793,-4.038660049,1
111,481,1.915603399,-3.11809659,1
111,513,0.4660032392,-2.870675325,1
111,545,-2.071218491,-2.948847771,1
111,577,-1.986508608,-1.931051731,1
111,609,0.02755887061,-1.862977982,1
111,641,1.609737158,-3.095359802,1
111,673,0.6723784804,-3.388115168,1
111,705,-0.1691141725,-2.876086235,1
111,737,-0.9021598697,-2.634284735,1
111,769,-0.9469712377,-2.765198231,1
111,801,-0.249091506,-3.261385441,1
111,833,0.5385524035,-2.227787495,1
111,865,2.740440845,-2.882426023,1
111,897,1.824599743,-2.654990911,1
111,929,2.085075855,-1.402484894,1
111,961,1.373883128,-1.797852039,1
111,993,0.1685224771,-2.174569845,1
111,1025,0.2438037097,-1.891621351,1
111,1057,0.3170905113,-3.181143999,1
111,1089,0.0718768239,-3.812748909,1
111,1121,-0.4001322985,-4.152419567,1
111,1153,-0.5539983511,-4.604707241,1
111,1185,-1.091931105,-3.892957449,1
111,1217,-1.748212934,-3.239610195,1
111,1249,-1.581809998,-2.748238325,1
111,1281,-1.706232071,-3.642434359,1
111,1313,-1.391188741,-4.658737659,1
111,1345,-0.9780340195,-4.894189358,1
111,1377,-0.7828241587,-4.668225288,1
