PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 39, filenames: A:[39]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[40]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.116092205,1.542811394,1
47,65,0.6724412441,0.2520396411,1
47,97,0.7313776016,-0.2650368214,1
47,129,0.3349150419,-0.9153251648,1
47,161,0.3085203171,-1.571031809,1
47,193,-0.5865668058,-1.730808496,1
47,225,-0.1705445796,-0.6150269508,1
47,257,-18.62037659,2.963807583,1
47,289,-13.60452271,6.14277792,1
47,321,2.957832336,-2.360464096,1
47,353,1.057552814,-0.7529122829,1
47,385,1.570925832,-0.8964629173,1
47,417,0.2386360168,-0.6391282082,1
47,449,2.176104069,-12.30471992,1
47,481,2.150845051,-2.868381739,1
47,513,10.67059517,-19.44675636,1
47,545,0.189475894,-4.146128178,1
47,577,-0.0696284771,-6.161773682,1
47,609,-0.06071203947,-6.177159786,1
47,641,-0.8293524981,-5.12360096,1
47,673,-1.762584209,-3.486848354,1
47,705,20.10372353,-0.866556406,1
47,737,20.54507828,-0.8461449146,1
47,769,0.8906205893,-2.540783644,1
47,801,1.027337074,-1.383390903,1
47,833,1.435043573,-0.8581197262,1
47,865,1.358138442,-2.852290154,1
47,897,-0.1239492595,-4.414558411,1
47,929,-0.3721243739,-3.436902046,1
47,961,0.9161208868,-3.526376724,1
47,993,0.2460278273,-0.8472440243,1
47,1025,-0.3703506887,-0.9527611136,1
47,1057,-1.011411786,-0.2901599407,1
47,1089,-1.337850332,-0.3203923702,1
47,1121,-1.087987542,-0.7325742245,1
47,1153,-1.133014083,-1.766165495,1
47,1185,-2.099143982,-2.534509659,1
47,1217,-2.033661366,-1.406718731,1
47,1249,-0.9403129816,-0.4224514961,1
47,1281,-0.4420185089,0.1064472198,1
47,1313,-0.887348175,-0.6542704105,1
47,1345,-6.049976826,-2.365618467,1
47,1377,-5.354106903,-4.027737617,1
47,1409,-0.7349184752,-2.347229958,1
47,1441,-19.67222786,6.78978014,1
47,1473,-3.560902357,2.019392967,1
47,1505,-4.92521286,0.2959285378,1
47,1537,-4.601095676,-1.009688258,1
47,1569,-3.520998001,-1.858017564,1
47,1601,-2.420481443,0.06478822231,1
47,1633,-1.997151136,0.4289097786,1
47,1665,-0.6975859404,0.48437047,1
47,1697,-0.2805124521,0.1296123266,1
47,1729,-0.6167805195,-0.1673378944,1
47,1761,-0.405361414,-0.1590538025,1
47,1793,-0.3844114542,0.04822951555,1
47,1825,-0.3230215907,0.1639856696,1
47,1857,0.0188139677,0.2127648592,1
47,1889,-0.09282912314,0.4786335826,1
47,1921,0.1686173677,0.1301580071,1
47,1953,0.1625382304,0.01458059996,1
47,1985,0.04683685303,-0.1032722816,1
47,2017,-0.5132436752,0.06014752388,1
79,33,-0.6639459133,0.7808544636,1
79,65,0.1081563532,0.05920726806,1
79,97,-0.1462380439,-0.3334192038,1
79,129,-0.2293356955,-0.8669669628,1
79,161,-0.2655976415,-0.6212952137,1
79,193,-0.2870278358,-1.449435949,1
79,225,-0.4084157348,-1.74394989,1
79,257,-0.118433401,-1.409007311,1
79,289,1.254831791,-1.995602727,1
79,321,1.23897016,-2.115907192,1
79,353,0.04751563072,-2.17038393,1
79,385,0.1577313542,-3.388743639,1
79,417,-0.26675421,-2.857843161,1
79,449,-0.4455521703,-2.752286673,1
79,481,14.37456036,-17.71096802,1
79,513,1.447230816,-3.550981045,1
79,545,0.09836937487,-5.20633316,1
79,577,-1.447204828,-6.010938644,1
79,609,-1.812995195,-5.991079807,1
79,641,6.977165222,7.125104427,1
79,673,-0.5805184245,-5.765235424,1
79,705,8.303977013,9.789862633,1
79,737,-0.7114387155,0.5591387749,1
79,769,1.079157114,-1.427549362,1
79,801,1.197380781,-0.6630749702,1
79,833,-0.1213992834,-0.7067809105,1
79,865,0.2963756919,-1.74869585,1
79,897,0.0445369482,-1.742901325,1
79,929,0.02628812194,-1.673818827,1
79,961,0.5095328689,-1.452721119,1
79,993,0.3627153933,-0.8908056021,1
79,1025,-0.2753590047,-1.361604929,1
