PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 61, filenames: A:[61]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[62]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,2.110385895,0.1907689571,1
47,65,2.551529408,-0.4158433676,1
47,97,4.865616322,0.3479211926,1
47,129,4.485983849,-0.6127098799,1
47,161,2.121851921,-0.2288988829,1
47,193,2.391069412,-0.443731308,1
47,225,4.789357185,0.008088350296,1
47,257,2.862669468,-1.363803744,1
47,289,0.7429343462,-2.375816584,1
47,321,-14.05680466,7.907228947,1
47,353,-0.4379196167,-3.070716381,1
47,385,-1.370512009,-4.779767036,1
47,417,-0.9210013151,-3.452496529,1
47,449,0.5388796926,-5.128165722,1
47,481,1.415070176,-5.401480675,1
47,513,1.288629293,-5.282179356,1
47,545,1.115791917,-4.709858894,1
47,577,1.153109431,-4.624845505,1
47,609,1.116809845,-5.358766556,1
47,641,1.131998301,-5.441493988,1
47,673,0.3787577152,-4.004097462,1
47,705,-0.3097142577,-2.803879499,1
47,737,-0.1047025025,-1.984497905,1
47,769,0.1101463139,-1.736510396,1
47,801,0.637149632,-1.599710464,1
47,833,1.799364567,-1.62003684,1
47,865,1.369648099,-3.236679792,1
47,897,0.1120661497,-1.983254433,1
47,929,-0.5872907639,0.2411777973,1
47,961,-0.4542710781,-0.4058556557,1
47,993,-0.4495609999,-1.153078318,1
47,1025,-0.04020214081,-1.080015182,1
47,1057,-0.6609284878,-2.370662928,1
47,1089,-0.209900856,-3.430039167,1
47,1121,-0.2299964428,-3.922000885,1
47,1153,-0.4305114746,-4.765174866,1
47,1185,-1.171111107,-5.962534904,1
47,1217,-1.232315183,-8.288545609,1
47,1249,-0.513500154,-5.733129978,1
47,1281,0.02066636086,-4.312918186,1
47,1313,-0.7476875782,-2.916093349,1
47,1345,-1.334020019,-2.985857487,1
47,1377,-1.483087063,-2.072489738,1
47,1409,-2.2369771,-0.7345311642,1
47,1441,-1.561162472,-0.251000464,1
47,1473,-1.926447511,-0.4011248946,1
47,1505,-2.678144455,-3.740231752,1
47,1537,-5.009777069,-3.897056818,1
47,1569,-8.186693192,-0.6545289755,1
47,1601,-8.011314392,-0.7012357712,1
47,1633,-3.677880287,-0.8803802133,1
47,1665,-20.00681114,1.460583925,1
47,1697,0.6522119045,-0.1665502787,1
47,1729,0.3757789135,-0.1753824353,1
47,1761,-0.02843526006,0.04706281424,1
47,1793,-0.5145246983,-0.07738748193,1
47,1825,-0.1858243942,-0.5145602822,1
47,1857,0.5966465473,-0.6546108127,1
47,1889,0.3486613035,-0.6080283523,1
47,1921,0.2174927592,0.1191195026,1
47,1953,0.3849892914,0.1970968693,1
47,1985,0.2813442349,-0.1057566106,1
47,2017,0.4197624028,-2.137643576,1
79,33,2.841565371,0.5368416905,1
79,65,2.207632065,-0.1016794592,1
79,97,3.100587845,0.04176056385,1
79,129,4.101922989,-0.9666739106,1
79,161,2.60547328,-1.378609896,1
79,193,2.202741623,-1.558284044,1
79,225,6.248508453,0.9535255432,1
79,257,2.717156887,-2.213063955,1
79,289,0.5711266398,-2.734908342,1
79,321,0.5142444968,-3.4321208,1
79,353,-0.1791689694,-4.331435204,1
79,385,-0.5353844166,-4.276762962,1
79,417,-0.67437011,-3.47892046,1
79,449,0.4961758852,-4.271705151,1
79,481,1.434137464,-4.848145962,1
79,513,1.846794248,-5.603755951,1
79,545,1.943045855,-6.796637058,1
79,577,1.648672223,-6.20911026,1
79,609,1.482448936,-5.503989697,1
79,641,0.8346560597,-5.318799019,1
79,673,-0.123724401,-4.62080431,1
79,705,-0.5534225702,-3.325370073,1
79,737,-1.318843126,-1.05013454,1
79,769,-1.568040848,-0.109149456,1
79,801,-0.232409209,-0.1359664202,1
79,833,0.734387517,-0.2901090384,1
79,865,0.8350896835,-2.25224638,1
79,897,0.9868555665,-4.214950085,1
79,929,0.9789003134,-3.158927441,1
79,961,0.5259093642,-3.803775549,1
79,993,-0.1108185649,-2.807104588,1
79,1025,-0.5062109232,-3.330554485,1
79,1057,0.003972858191,-4.346351624,1
79,1089,0.9944950342,-4.714605808,1
79,1121,0.8794248104,-4.626845837,1
79,1153,0.9807280898,-5.33493185,1
79,1185,0.7142510414,-5.106553555,1
79,1217,0.5831648111,-4.808969975,1
79,1249,0.09975273162,-3.711988926,1
79,1281,-0.04088689387,-2.31133914,1
79,1313,-0.5463273525,-2.167970419,1
79,1345,-1.496630669,-2.927591801,1
79,1377,-2.961082458,-2.345094681,1
79,1409,-2.883375645,-1.329199076,1
79,1441,-2.802883625,-0.6957105398,1
79,1473,-2.598347187,-0.3113763928,1
79,1505,-2.280836821,-1.015948772,1
79,1537,-2.018155575,-1.192999482,1
79,1569,-1.841290951,-1.140842319,1
79,1601,-2.475772381,-0.7765269279,1
79,1633,-2.11752367,-0.8558183908,1
79,1665,-1.26717627,-0.2520581484,1
79,1697,-0.3222883046,0.01591336727,1
79,1729,0.2811502516,0.07716180384,1
79,1761,0.3673003614,0.08803616464,1
79,1793,0.03445558995,0.01783797145,1
79,1825,-0.0288868323,-0.1580258906,1
79,1857,0.05754774809,-0.105632484,1
79,1889,0.1134237647,-0.05025687814,1
79,1921,0.1293204725,0.1200556308,1
79,1953,0.04336312413,0.1145811677,1
79,1985,-0.0880099684,-0.2834334671,1
79,2017,0.1026021242,-0.8078845739,1
111,33,3.130168438,1.010479212,1
111,65,2.00378561,-0.04067651927,1
111,97,1.782936573,-0.86822927,1
111,129,1.842034459,-1.632235765,1
111,161,2.099555492,-2.094036579,1
111,193,3.525241613,-2.224444389,1
111,225,2.027167082,-2.886392355,1
111,257,1.363339663,-2.53024435,1
111,289,0.8762072325,-2.655777454,1
111,321,0.6735167503,-4.144033432,1
111,353,0.09044629335,-4.680977821,1
111,385,-0.1777502894,-3.700463057,1
111,417,0.5740110874,-3.663790226,1
111,449,1.046375036,-4.042009354,1
111,481,1.054362416,-4.621696472,1
111,513,2.271247149,-5.521668911,1
111,545,2.361616373,-6.694750309,1
111,577,-3.142706633,-18.21609879,1
111,609,1.461072326,-7.985635757,1
111,641,0.3974158764,-5.488921165,1
111,673,-0.6711441278,-4.661283493,1
111,705,-1.43730247,-3.906047583,1
111,737,-1.694426417,-1.089384079,1
111,769,-1.2134552,0.6198411584,1
111,801,-0.4875528514,1.069371343,1
111,833,-0.379108429,0.2728683949,1
111,865,-0.219255209,-1.662667155,1
111,897,0.790240407,-4.579652309,1
111,929,0.5924767256,-5.635611534,1
111,961,-0.2217558026,-4.583805084,1
111,993,-0.0322085619,-3.110310316,1
111,1025,-0.4624756873,-3.655743599,1
111,1057,-0.2621439695,-4.314134121,1
111,1089,0.829613626,-4.315762997,1
111,1121,0.7241948247,-5.469760895,1
111,1153,0.6695132256,-6.024991035,1
111,1185,0.9327694774,-5.154594898,1
111,1217,1.23168242,-2.555780411,1
111,1249,0.5772584677,-0.9357564449,1
111,1281,0.4967167974,-0.9115040302,1
111,1313,-0.3350001574,-0.9832260609,1
111,1345,-1.721806645,-2.121556282,1
111,1377,-2.877700567,-2.194203377,1
111,1409,-3.387910128,-1.840278625,1
111,1441,-3.255809307,-1.141793966,1
111,1473,-2.886392355,-0.1408937573,1
111,1505,-2.333591461,-0.4944089651,1
111,1537,-1.546009064,-0.140617609,1
111,1569,-2.662872314,-0.2629719973,1
111,1601,-5.402736664,-0.2786300182,1
111,1633,-5.011628628,0.1706430912,1
111,1665,-3.336688995,-1.021285057,1
111,1697,-0.6758414507,-0.6244853735,1
111,1729,-0.02496364713,-0.3565782309,1
111,1761,0.1922425032,-0.1365888268,1
111,1793,0.1898923218,-0.05181984603,1
111,1825,0.09995792806,0.06676947325,1
111,1857,0.05379238725,0.2147184014,1
111,1889,0.05840879679,0.2829089463,1
111,1921,-0.0002490729094,0.104421556,1
111,1953,-0.06974256784,-0.05947443098,1
111,1985,0.01449987292,-0.2508658171,1
111,2017,0.2736592293,-0.2526727319,1
143,33,2.381904364,1.518171072,1
